-0.000006	-9.211417	-8.753645	-0.000009	-81.246353	0
-0.000006	-9.211417	-8.753645	-0.000009	-81.246353	0
-0.000006	-9.211417	-8.753645	-0.000009	-81.246353	0
0.000042	-9.211458	-8.753638	-0.000009	-81.246361	-0.000033
0.000348	-9.211752	-8.753591	-0.000009	-81.246407	-0.000348
0.001186	-9.212524	-8.753463	-0.000009	-81.246536	-0.001178
0.002816	-9.214046	-8.753207	-0.000009	-81.246788	-0.002821
0.005507	-9.216548	-8.752783	-0.000009	-81.247208	-0.005509
0.009521	-9.220287	-8.752157	-0.000009	-81.247841	-0.009525
0.015118	-9.225502	-8.75129	-0.000009	-81.248703	-0.015117
0.022572	-9.232437	-8.750126	-0.000009	-81.249878	-0.022568
0.032147	-9.241346	-8.748627	-0.000009	-81.251373	-0.032142
0.044107	-9.252463	-8.746756	-0.000009	-81.253242	-0.044107
0.058721	-9.266043	-8.744469	-0.000009	-81.255531	-0.058726
0.076266	-9.28233	-8.741723	-0.000009	-81.258278	-0.076266
0.096998	-9.301567	-8.738475	-0.000009	-81.261536	-0.096992
0.121199	-9.323994	-8.734674	-0.000009	-81.26532	-0.121202
0.149146	-9.349842	-8.730288	-0.000009	-81.269707	-0.149146
0.181107	-9.379374	-8.725255	-0.000009	-81.27475	-0.181106
0.21737	-9.412827	-8.719538	-0.000009	-81.280457	-0.217364
0.258169	-9.450399	-8.713099	-0.000009	-81.286896	-0.258168
0.303522	-9.492068	-8.705921	-0.000009	-81.294067	-0.30352
0.353232	-9.537637	-8.698037	-0.000009	-81.301956	-0.353235
0.407051	-9.586843	-8.689487	-0.000009	-81.310516	-0.407049
0.46473	-9.639441	-8.68029	-0.000009	-81.31971	-0.46473
0.526028	-9.695168	-8.670503	-0.000009	-81.329491	-0.526028
0.590693	-9.753782	-8.660142	-0.000009	-81.339859	-0.590694
0.658474	-9.81503	-8.64925	-0.000009	-81.350746	-0.65848
0.729125	-9.878651	-8.637861	-0.000009	-81.362137	-0.729121
0.802395	-9.944398	-8.626021	-0.000009	-81.373978	-0.8024
0.878025	-10.012018	-8.613764	-0.000009	-81.38623	-0.878018
0.955764	-10.081273	-8.601117	-0.000009	-81.39888	-0.955761
1.035356	-10.1519	-8.58814	-0.000009	-81.411858	-1.035345
1.116529	-10.223659	-8.574861	-0.000009	-81.42514	-1.116523
1.199026	-10.296289	-8.561325	-0.000009	-81.438667	-1.199028
1.282584	-10.369561	-8.547567	-0.000009	-81.452423	-1.282578
1.366926	-10.443232	-8.533649	-0.000009	-81.466347	-1.366925
1.45179	-10.517043	-8.519603	-0.000009	-81.480392	-1.451787
1.536936	-10.590798	-8.505476	-0.000009	-81.494514	-1.53693
1.622321	-10.664462	-8.491261	-0.000009	-81.508736	-1.622322
1.707946	-10.738035	-8.476966	-0.000009	-81.523033	-1.707947
1.793817	-10.811506	-8.462596	-0.000009	-81.537399	-1.793821
1.879928	-10.884881	-8.448153	-0.000009	-81.551842	-1.879927
1.966284	-10.958164	-8.433621	-0.000009	-81.566368	-1.966282
2.052879	-11.031341	-8.419024	-0.000009	-81.580978	-2.052885
2.139721	-11.104426	-8.404345	-0.000009	-81.59565	-2.139721
2.226808	-11.177409	-8.389591	-0.000009	-81.610405	-2.226806
2.314147	-11.25029	-8.374764	-0.000009	-81.625229	-2.31414
2.401725	-11.32308	-8.359864	-0.000009	-81.640129	-2.401723
2.489549	-11.395757	-8.344889	-0.000009	-81.655113	-2.489554
2.577625	-11.468354	-8.329833	-0.000009	-81.670166	-2.577619
2.665946	-11.540826	-8.314717	-0.000009	-81.68528	-2.665948
2.754519	-11.613208	-8.299527	-0.000009	-81.70047	-2.75451
2.843338	-11.685498	-8.284256	-0.000009	-81.715744	-2.843337
2.932408	-11.757665	-8.268918	-0.000009	-81.731071	-2.932413
3.02173	-11.829739	-8.253512	-0.000009	-81.746483	-3.021722
3.111298	-11.9017	-8.238033	-0.000009	-81.761963	-3.111296
3.201123	-11.973559	-8.222486	-0.000009	-81.777504	-3.201119
3.2912	-12.045323	-8.206872	-0.000009	-81.793121	-3.291207
